k=8 : a=4, b=60, c=56, length = 240, b == a+c - True, <lcm - True
k=8 : a=317, b=240, c=763, length = 2640, b == a+c - False, <lcm - True
k=8 : a=322, b=240, c=758, length = 2640, b == a+c - False, <lcm - True
k=8 : a=324, b=240, c=756, length = 2640, b == a+c - False, <lcm - True
k=8 : a=324, b=660, c=336, length = 2640, b == a+c - True, <lcm - True
k=8 : a=329, b=240, c=751, length = 2640, b == a+c - False, <lcm - True
k=8 : a=331, b=240, c=749, length = 2640, b == a+c - False, <lcm - True
k=8 : a=336, b=240, c=744, length = 2640, b == a+c - False, <lcm - True
k=8 : a=336, b=660, c=324, length = 2640, b == a+c - True, <lcm - True
k=8 : a=338, b=240, c=742, length = 2640, b == a+c - False, <lcm - True
k=8 : a=343, b=240, c=737, length = 2640, b == a+c - False, <lcm - True
k=8 : a=345, b=240, c=735, length = 2640, b == a+c - False, <lcm - True
k=8 : a=350, b=240, c=730, length = 2640, b == a+c - False, <lcm - True
k=8 : a=352, b=240, c=728, length = 2640, b == a+c - False, <lcm - True
k=8 : a=352, b=660, c=308, length = 2640, b == a+c - True, <lcm - True
k=8 : a=357, b=240, c=723, length = 2640, b == a+c - False, <lcm - True
k=8 : a=359, b=240, c=721, length = 2640, b == a+c - False, <lcm - True
k=8 : a=364, b=240, c=716, length = 2640, b == a+c - False, <lcm - True
k=8 : a=364, b=660, c=296, length = 2640, b == a+c - True, <lcm - True
k=8 : a=366, b=240, c=714, length = 2640, b == a+c - False, <lcm - True
k=8 : a=371, b=240, c=709, length = 2640, b == a+c - False, <lcm - True
k=8 : a=373, b=240, c=707, length = 2640, b == a+c - False, <lcm - True
k=8 : a=378, b=240, c=702, length = 2640, b == a+c - False, <lcm - True
k=8 : a=380, b=240, c=700, length = 2640, b == a+c - False, <lcm - True
k=8 : a=380, b=660, c=280, length = 2640, b == a+c - True, <lcm - True
k=8 : a=385, b=240, c=695, length = 2640, b == a+c - False, <lcm - True
k=8 : a=387, b=240, c=693, length = 2640, b == a+c - False, <lcm - True
k=8 : a=392, b=240, c=688, length = 2640, b == a+c - False, <lcm - True
k=8 : a=392, b=660, c=268, length = 2640, b == a+c - True, <lcm - True
k=8 : a=394, b=240, c=686, length = 2640, b == a+c - False, <lcm - True
k=8 : a=399, b=240, c=681, length = 2640, b == a+c - False, <lcm - True
k=8 : a=401, b=240, c=679, length = 2640, b == a+c - False, <lcm - True
k=8 : a=406, b=240, c=674, length = 2640, b == a+c - False, <lcm - True
k=8 : a=408, b=240, c=672, length = 2640, b == a+c - False, <lcm - True
k=8 : a=408, b=660, c=252, length = 2640, b == a+c - True, <lcm - True
k=8 : a=413, b=240, c=667, length = 2640, b == a+c - False, <lcm - True
k=8 : a=415, b=240, c=665, length = 2640, b == a+c - False, <lcm - True
k=8 : a=420, b=240, c=660, length = 2640, b == a+c - False, <lcm - True
k=8 : a=420, b=660, c=240, length = 2640, b == a+c - True, <lcm - True
k=8 : a=422, b=240, c=658, length = 2640, b == a+c - False, <lcm - True
k=8 : a=427, b=240, c=653, length = 2640, b == a+c - False, <lcm - True
k=8 : a=429, b=240, c=651, length = 2640, b == a+c - False, <lcm - True
k=8 : a=434, b=240, c=646, length = 2640, b == a+c - False, <lcm - True
k=8 : a=436, b=240, c=644, length = 2640, b == a+c - False, <lcm - True
k=8 : a=436, b=660, c=224, length = 2640, b == a+c - True, <lcm - True
k=8 : a=441, b=240, c=639, length = 2640, b == a+c - False, <lcm - True
k=8 : a=443, b=240, c=637, length = 2640, b == a+c - False, <lcm - True
k=8 : a=448, b=240, c=632, length = 2640, b == a+c - False, <lcm - True
k=8 : a=448, b=660, c=212, length = 2640, b == a+c - True, <lcm - True
k=8 : a=450, b=240, c=630, length = 2640, b == a+c - False, <lcm - True
k=8 : a=455, b=240, c=625, length = 2640, b == a+c - False, <lcm - True
k=8 : a=457, b=240, c=623, length = 2640, b == a+c - False, <lcm - True
k=8 : a=462, b=240, c=618, length = 2640, b == a+c - False, <lcm - True
k=8 : a=464, b=240, c=616, length = 2640, b == a+c - False, <lcm - True
k=8 : a=464, b=660, c=196, length = 2640, b == a+c - True, <lcm - True
k=8 : a=469, b=240, c=611, length = 2640, b == a+c - False, <lcm - True
k=8 : a=471, b=240, c=609, length = 2640, b == a+c - False, <lcm - True
k=8 : a=476, b=240, c=604, length = 2640, b == a+c - False, <lcm - True
k=8 : a=476, b=660, c=184, length = 2640, b == a+c - True, <lcm - True
k=8 : a=478, b=240, c=602, length = 2640, b == a+c - False, <lcm - True
k=8 : a=483, b=240, c=597, length = 2640, b == a+c - False, <lcm - True
k=8 : a=485, b=240, c=595, length = 2640, b == a+c - False, <lcm - True
k=8 : a=490, b=240, c=590, length = 2640, b == a+c - False, <lcm - True
k=8 : a=492, b=240, c=588, length = 2640, b == a+c - False, <lcm - True
k=8 : a=492, b=660, c=168, length = 2640, b == a+c - True, <lcm - True
k=8 : a=497, b=240, c=583, length = 2640, b == a+c - False, <lcm - True
k=8 : a=499, b=240, c=581, length = 2640, b == a+c - False, <lcm - True
k=8 : a=504, b=240, c=576, length = 2640, b == a+c - False, <lcm - True
k=8 : a=504, b=660, c=156, length = 2640, b == a+c - True, <lcm - True
k=8 : a=506, b=240, c=574, length = 2640, b == a+c - False, <lcm - True
k=8 : a=511, b=240, c=569, length = 2640, b == a+c - False, <lcm - True
k=8 : a=513, b=240, c=567, length = 2640, b == a+c - False, <lcm - True
k=8 : a=518, b=240, c=562, length = 2640, b == a+c - False, <lcm - True
k=8 : a=520, b=240, c=560, length = 2640, b == a+c - False, <lcm - True
k=8 : a=520, b=660, c=140, length = 2640, b == a+c - True, <lcm - True
k=8 : a=525, b=240, c=555, length = 2640, b == a+c - False, <lcm - True
k=8 : a=527, b=240, c=553, length = 2640, b == a+c - False, <lcm - True
k=8 : a=532, b=240, c=548, length = 2640, b == a+c - False, <lcm - True
k=8 : a=532, b=660, c=128, length = 2640, b == a+c - True, <lcm - True
k=8 : a=534, b=240, c=546, length = 2640, b == a+c - False, <lcm - True
k=8 : a=539, b=240, c=541, length = 2640, b == a+c - False, <lcm - True
k=8 : a=541, b=240, c=539, length = 2640, b == a+c - False, <lcm - True
k=8 : a=546, b=240, c=534, length = 2640, b == a+c - False, <lcm - True
k=8 : a=548, b=240, c=532, length = 2640, b == a+c - False, <lcm - True
k=8 : a=548, b=660, c=112, length = 2640, b == a+c - True, <lcm - True
k=8 : a=553, b=240, c=527, length = 2640, b == a+c - False, <lcm - True
k=8 : a=555, b=240, c=525, length = 2640, b == a+c - False, <lcm - True
k=8 : a=560, b=240, c=520, length = 2640, b == a+c - False, <lcm - True
k=8 : a=560, b=660, c=100, length = 2640, b == a+c - True, <lcm - True
k=8 : a=562, b=240, c=518, length = 2640, b == a+c - False, <lcm - True
k=8 : a=567, b=240, c=513, length = 2640, b == a+c - False, <lcm - True
k=8 : a=569, b=240, c=511, length = 2640, b == a+c - False, <lcm - True
k=8 : a=574, b=240, c=506, length = 2640, b == a+c - False, <lcm - True
k=8 : a=576, b=240, c=504, length = 2640, b == a+c - False, <lcm - True
k=8 : a=576, b=660, c=84, length = 2640, b == a+c - True, <lcm - True
k=8 : a=581, b=240, c=499, length = 2640, b == a+c - False, <lcm - True
k=8 : a=583, b=240, c=497, length = 2640, b == a+c - False, <lcm - True
k=8 : a=588, b=240, c=492, length = 2640, b == a+c - False, <lcm - True
k=8 : a=588, b=660, c=72, length = 2640, b == a+c - True, <lcm - True
k=8 : a=590, b=240, c=490, length = 2640, b == a+c - False, <lcm - True
k=8 : a=595, b=240, c=485, length = 2640, b == a+c - False, <lcm - True
k=8 : a=597, b=240, c=483, length = 2640, b == a+c - False, <lcm - True
k=8 : a=602, b=240, c=478, length = 2640, b == a+c - False, <lcm - True
k=8 : a=604, b=240, c=476, length = 2640, b == a+c - False, <lcm - True
k=8 : a=604, b=660, c=56, length = 2640, b == a+c - True, <lcm - True
k=8 : a=609, b=240, c=471, length = 2640, b == a+c - False, <lcm - True
k=8 : a=611, b=240, c=469, length = 2640, b == a+c - False, <lcm - True
k=8 : a=616, b=240, c=464, length = 2640, b == a+c - False, <lcm - True
k=8 : a=616, b=660, c=44, length = 2640, b == a+c - True, <lcm - True
k=8 : a=618, b=240, c=462, length = 2640, b == a+c - False, <lcm - True
k=8 : a=623, b=240, c=457, length = 2640, b == a+c - False, <lcm - True
k=8 : a=625, b=240, c=455, length = 2640, b == a+c - False, <lcm - True
k=8 : a=630, b=240, c=450, length = 2640, b == a+c - False, <lcm - True
k=8 : a=632, b=240, c=448, length = 2640, b == a+c - False, <lcm - True
k=8 : a=632, b=660, c=28, length = 2640, b == a+c - True, <lcm - True
k=8 : a=637, b=240, c=443, length = 2640, b == a+c - False, <lcm - True
k=8 : a=639, b=240, c=441, length = 2640, b == a+c - False, <lcm - True
k=8 : a=644, b=240, c=436, length = 2640, b == a+c - False, <lcm - True
k=8 : a=644, b=660, c=16, length = 2640, b == a+c - True, <lcm - True
k=8 : a=646, b=240, c=434, length = 2640, b == a+c - False, <lcm - True
k=8 : a=651, b=240, c=429, length = 2640, b == a+c - False, <lcm - True
k=8 : a=653, b=240, c=427, length = 2640, b == a+c - False, <lcm - True
k=8 : a=658, b=240, c=422, length = 2640, b == a+c - False, <lcm - True
k=8 : a=660, b=240, c=420, length = 2640, b == a+c - False, <lcm - True
k=8 : a=665, b=240, c=415, length = 2640, b == a+c - False, <lcm - True
k=8 : a=667, b=240, c=413, length = 2640, b == a+c - False, <lcm - True
k=8 : a=672, b=240, c=408, length = 2640, b == a+c - False, <lcm - True
k=8 : a=674, b=240, c=406, length = 2640, b == a+c - False, <lcm - True
k=8 : a=679, b=240, c=401, length = 2640, b == a+c - False, <lcm - True
k=8 : a=681, b=240, c=399, length = 2640, b == a+c - False, <lcm - True
k=8 : a=686, b=240, c=394, length = 2640, b == a+c - False, <lcm - True
k=8 : a=688, b=240, c=392, length = 2640, b == a+c - False, <lcm - True
k=8 : a=693, b=240, c=387, length = 2640, b == a+c - False, <lcm - True
k=8 : a=695, b=240, c=385, length = 2640, b == a+c - False, <lcm - True
k=8 : a=700, b=240, c=380, length = 2640, b == a+c - False, <lcm - True
k=8 : a=702, b=240, c=378, length = 2640, b == a+c - False, <lcm - True
k=8 : a=707, b=240, c=373, length = 2640, b == a+c - False, <lcm - True
k=8 : a=709, b=240, c=371, length = 2640, b == a+c - False, <lcm - True
k=8 : a=714, b=240, c=366, length = 2640, b == a+c - False, <lcm - True
k=8 : a=716, b=240, c=364, length = 2640, b == a+c - False, <lcm - True
k=8 : a=721, b=240, c=359, length = 2640, b == a+c - False, <lcm - True
k=8 : a=723, b=240, c=357, length = 2640, b == a+c - False, <lcm - True
k=8 : a=728, b=240, c=352, length = 2640, b == a+c - False, <lcm - True
k=8 : a=730, b=240, c=350, length = 2640, b == a+c - False, <lcm - True
k=8 : a=735, b=240, c=345, length = 2640, b == a+c - False, <lcm - True
k=8 : a=737, b=240, c=343, length = 2640, b == a+c - False, <lcm - True
k=8 : a=742, b=240, c=338, length = 2640, b == a+c - False, <lcm - True
k=8 : a=744, b=240, c=336, length = 2640, b == a+c - False, <lcm - True
k=8 : a=749, b=240, c=331, length = 2640, b == a+c - False, <lcm - True
k=8 : a=751, b=240, c=329, length = 2640, b == a+c - False, <lcm - True
k=8 : a=756, b=240, c=324, length = 2640, b == a+c - False, <lcm - True
k=8 : a=758, b=240, c=322, length = 2640, b == a+c - False, <lcm - True
k=8 : a=763, b=240, c=317, length = 2640, b == a+c - False, <lcm - True
k=8 : a=765, b=240, c=315, length = 2640, b == a+c - False, <lcm - True
k=8 : a=770, b=240, c=310, length = 2640, b == a+c - False, <lcm - True
k=8 : a=772, b=240, c=308, length = 2640, b == a+c - False, <lcm - True
k=8 : a=777, b=240, c=303, length = 2640, b == a+c - False, <lcm - True
k=8 : a=779, b=240, c=301, length = 2640, b == a+c - False, <lcm - True
k=8 : a=784, b=240, c=296, length = 2640, b == a+c - False, <lcm - True
k=8 : a=786, b=240, c=294, length = 2640, b == a+c - False, <lcm - True
k=8 : a=791, b=240, c=289, length = 2640, b == a+c - False, <lcm - True
k=8 : a=793, b=240, c=287, length = 2640, b == a+c - False, <lcm - True
k=8 : a=798, b=240, c=282, length = 2640, b == a+c - False, <lcm - True
k=8 : a=800, b=240, c=280, length = 2640, b == a+c - False, <lcm - True
k=8 : a=805, b=240, c=275, length = 2640, b == a+c - False, <lcm - True
k=8 : a=807, b=240, c=273, length = 2640, b == a+c - False, <lcm - True
k=8 : a=812, b=240, c=268, length = 2640, b == a+c - False, <lcm - True
k=8 : a=814, b=240, c=266, length = 2640, b == a+c - False, <lcm - True
k=8 : a=819, b=240, c=261, length = 2640, b == a+c - False, <lcm - True
k=8 : a=821, b=240, c=259, length = 2640, b == a+c - False, <lcm - True
k=8 : a=826, b=240, c=254, length = 2640, b == a+c - False, <lcm - True
k=8 : a=828, b=240, c=252, length = 2640, b == a+c - False, <lcm - True
k=8 : a=833, b=240, c=247, length = 2640, b == a+c - False, <lcm - True
k=8 : a=835, b=240, c=245, length = 2640, b == a+c - False, <lcm - True
k=8 : a=840, b=240, c=240, length = 2640, b == a+c - False, <lcm - False
k=8 : a=842, b=240, c=238, length = 2640, b == a+c - False, <lcm - False
k=8 : a=847, b=240, c=233, length = 2640, b == a+c - False, <lcm - False
k=8 : a=849, b=240, c=231, length = 2640, b == a+c - False, <lcm - False
k=8 : a=854, b=240, c=226, length = 2640, b == a+c - False, <lcm - False
k=8 : a=856, b=240, c=224, length = 2640, b == a+c - False, <lcm - False
k=8 : a=861, b=240, c=219, length = 2640, b == a+c - False, <lcm - False
k=8 : a=863, b=240, c=217, length = 2640, b == a+c - False, <lcm - False
k=8 : a=868, b=240, c=212, length = 2640, b == a+c - False, <lcm - False
k=8 : a=870, b=240, c=210, length = 2640, b == a+c - False, <lcm - False
k=8 : a=875, b=240, c=205, length = 2640, b == a+c - False, <lcm - False
k=8 : a=877, b=240, c=203, length = 2640, b == a+c - False, <lcm - False
k=8 : a=882, b=240, c=198, length = 2640, b == a+c - False, <lcm - False
k=8 : a=884, b=240, c=196, length = 2640, b == a+c - False, <lcm - False
k=8 : a=889, b=240, c=191, length = 2640, b == a+c - False, <lcm - False
k=8 : a=891, b=240, c=189, length = 2640, b == a+c - False, <lcm - False
k=8 : a=896, b=240, c=184, length = 2640, b == a+c - False, <lcm - False
k=8 : a=898, b=240, c=182, length = 2640, b == a+c - False, <lcm - False
k=8 : a=903, b=240, c=177, length = 2640, b == a+c - False, <lcm - False
k=8 : a=905, b=240, c=175, length = 2640, b == a+c - False, <lcm - False
k=8 : a=910, b=240, c=170, length = 2640, b == a+c - False, <lcm - False
k=8 : a=912, b=240, c=168, length = 2640, b == a+c - False, <lcm - False
k=8 : a=917, b=240, c=163, length = 2640, b == a+c - False, <lcm - False
k=8 : a=919, b=240, c=161, length = 2640, b == a+c - False, <lcm - False
k=8 : a=924, b=240, c=156, length = 2640, b == a+c - False, <lcm - False
k=8 : a=926, b=240, c=154, length = 2640, b == a+c - False, <lcm - False
k=8 : a=931, b=240, c=149, length = 2640, b == a+c - False, <lcm - False
k=8 : a=933, b=240, c=147, length = 2640, b == a+c - False, <lcm - False
k=8 : a=938, b=240, c=142, length = 2640, b == a+c - False, <lcm - False
k=8 : a=940, b=240, c=140, length = 2640, b == a+c - False, <lcm - False
k=8 : a=945, b=240, c=135, length = 2640, b == a+c - False, <lcm - False
k=8 : a=947, b=240, c=133, length = 2640, b == a+c - False, <lcm - False
k=8 : a=952, b=240, c=128, length = 2640, b == a+c - False, <lcm - False
k=8 : a=954, b=240, c=126, length = 2640, b == a+c - False, <lcm - False
k=8 : a=959, b=240, c=121, length = 2640, b == a+c - False, <lcm - False
k=8 : a=961, b=240, c=119, length = 2640, b == a+c - False, <lcm - False
k=8 : a=966, b=240, c=114, length = 2640, b == a+c - False, <lcm - False
k=8 : a=968, b=240, c=112, length = 2640, b == a+c - False, <lcm - False
k=8 : a=973, b=240, c=107, length = 2640, b == a+c - False, <lcm - False
k=8 : a=975, b=240, c=105, length = 2640, b == a+c - False, <lcm - False
k=8 : a=980, b=240, c=100, length = 2640, b == a+c - False, <lcm - False
k=8 : a=982, b=240, c=98, length = 2640, b == a+c - False, <lcm - False
k=8 : a=987, b=240, c=93, length = 2640, b == a+c - False, <lcm - False
k=8 : a=989, b=240, c=91, length = 2640, b == a+c - False, <lcm - False
k=8 : a=994, b=240, c=86, length = 2640, b == a+c - False, <lcm - False
k=8 : a=996, b=240, c=84, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1001, b=240, c=79, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1003, b=240, c=77, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1008, b=240, c=72, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1010, b=240, c=70, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1015, b=240, c=65, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1017, b=240, c=63, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1022, b=240, c=58, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1024, b=240, c=56, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1029, b=240, c=51, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1031, b=240, c=49, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1036, b=240, c=44, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1038, b=240, c=42, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1043, b=240, c=37, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1045, b=240, c=35, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1050, b=240, c=30, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1052, b=240, c=28, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1057, b=240, c=23, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1059, b=240, c=21, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1064, b=240, c=16, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1066, b=240, c=14, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1071, b=240, c=9, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1073, b=240, c=7, length = 2640, b == a+c - False, <lcm - False
k=8 : a=1078, b=240, c=2, length = 2640, b == a+c - False, <lcm - False
k=8 : a=241, b=241, c=840, length = 2644, b == a+c - False, <lcm - False
k=8 : a=301, b=661, c=360, length = 2644, b == a+c - True, <lcm - True
k=8 : a=360, b=241, c=721, length = 2644, b == a+c - False, <lcm - True
k=8 : a=360, b=661, c=301, length = 2644, b == a+c - True, <lcm - True
k=8 : a=721, b=241, c=360, length = 2644, b == a+c - False, <lcm - True
k=8 : a=840, b=241, c=241, length = 2644, b == a+c - False, <lcm - False
k=8 : a=182, b=662, c=480, length = 2648, b == a+c - True, <lcm - True
k=8 : a=242, b=242, c=840, length = 2648, b == a+c - False, <lcm - False
k=8 : a=480, b=242, c=602, length = 2648, b == a+c - False, <lcm - True
k=8 : a=480, b=662, c=182, length = 2648, b == a+c - True, <lcm - True
k=8 : a=602, b=242, c=480, length = 2648, b == a+c - False, <lcm - True
k=8 : a=840, b=242, c=242, length = 2648, b == a+c - False, <lcm - False
k=8 : a=63, b=663, c=600, length = 2652, b == a+c - True, <lcm - True
k=8 : a=243, b=243, c=840, length = 2652, b == a+c - False, <lcm - False
k=8 : a=483, b=243, c=600, length = 2652, b == a+c - False, <lcm - True
k=8 : a=600, b=243, c=483, length = 2652, b == a+c - False, <lcm - True
k=8 : a=600, b=663, c=63, length = 2652, b == a+c - True, <lcm - True
k=8 : a=840, b=243, c=243, length = 2652, b == a+c - False, <lcm - False
